distance_patient_clinic,distance_staff_patient,time_margin,workload,language,preferred_language,fitness_score,language_match
13.417269164879283,13.756815559952495,-26.19019099294986,6,Mandarin,English,2.123458516108516,0
37.1964646461858,29.500053747344012,-5.103894672886586,7,Malay,Mandarin,1.4771522871910254,0
22.065791134255964,26.641110427247888,-19.419310558239204,6,Mandarin,Mandarin,2.826772718293587,1
1.377143386667306,3.1523337370958844,12.6558669077486,8,English,Mandarin,1.759249886991167,0
14.294302015153905,1.4921263527064244,-13.059706676611718,7,Mandarin,Mandarin,3.163603360732691,1
27.39810246858608,28.422416733759817,29.165804794350276,9,Mandarin,Mandarin,1.4075443112723596,1
34.48851023297602,27.499617957549408,14.816046593816646,6,Mandarin,Malay,1.1663452640304663,0
28.058626539289595,28.150382744031152,21.59982701249021,7,English,English,1.9013103546000756,1
11.574640951231018,5.703565646716542,-22.685489468545885,6,Malay,English,2.234099635792038,0
7.410827574385159,10.491782633259032,-29.94946641301327,6,English,English,3.203642343213514,1
20.857626117877754,27.41022779364543,-11.759988847508474,9,English,Mandarin,1.5066334207735,0
26.295103981959493,25.40576026005266,9.505559715299821,7,Mandarin,Malay,1.3947364106443172,0
6.956618141786595,8.70275315288257,-29.413495399814828,7,Mandarin,Malay,2.110361302387259,0
29.24767709535783,27.06533432685738,16.64137641603093,6,Malay,Malay,2.1907383144266808,1
4.939433414170761,9.640251964170798,-27.623650298225087,6,Malay,English,2.2446243118891673,0
28.809028260214664,29.870035791002042,23.53147058805438,6,Malay,Mandarin,0.9127797552880592,0
13.780492404184836,4.320873203323454,8.680345325178724,7,Mandarin,Malay,1.880174257543662,0
8.150270852456794,12.573231989022354,-14.193262431158104,6,English,English,3.2279540968146816,1
29.46172004209344,29.006496853754804,-9.513780056068303,7,English,English,2.5904484703221327,1
4.458288842106289,12.878227463542679,18.32653997259868,7,English,Malay,1.5502059379025566,0
27.60431875674058,25.51520734762214,-1.8488862304430569,7,English,Mandarin,1.6991999731639922,0
10.276980741337013,1.7991722424552716,27.84130970774429,8,Malay,English,1.1522926303910268,0
14.211373023917032,8.86897445673221,-2.206812749818301,6,English,Malay,2.2443404826941133,0
23.0390781991682,28.248629452614008,-4.331440987926939,7,Malay,Malay,2.7194197443458537,1
13.283622715972083,13.62017728622109,6.552640693273971,6,English,Malay,1.9841195757134793,0
37.47238589957445,25.931203253018747,-13.484646835041051,7,Mandarin,Malay,1.5004397903984135,0
13.471196777061678,4.0048389182488675,-27.372423713698502,7,Mandarin,Malay,2.0989982306679,0
2.748615016102162,8.972687279554883,-10.188193207009306,7,English,Malay,2.2138263330200654,0
14.007949342444592,10.893947229122528,24.683958404991852,7,English,English,2.252042490109614,1
35.408639707134476,28.866166875247373,-3.1856861440398987,6,English,Mandarin,1.6387173882383717,0
4.185308011604102,2.694993585067414,-19.76400375374944,7,Mandarin,Malay,2.2303169715207867,0
6.315180882641931,5.780759164490709,-8.81742345914364,8,English,Mandarin,2.0971491879981947,0
5.528531694619396,2.463243361520828,-28.2974943034913,6,Mandarin,Mandarin,3.30825726842696,1
2.4910329142113468,7.617656698388233,28.40584463983163,6,English,Mandarin,1.3872085414798971,0
13.792738422443774,14.033172139977435,19.136967348353487,9,English,Malay,1.1819470371834155,0
11.975404331210688,11.06393316642233,-17.460624455431734,6,Mandarin,Malay,2.193904543505564,0
11.121306623111792,4.540012049194448,9.693812943568975,7,English,English,2.8691033602520237,1
14.212617201559159,8.652011764510146,-16.97501017295744,8,Mandarin,Malay,1.9622703430961155,0
2.6330329114000572,7.825824054629974,-11.94828632965698,6,Mandarin,English,2.3380838092408434,0
37.84970709307168,26.745972701371283,-22.32995267351165,6,Mandarin,Mandarin,2.5699118053969596,1
21.742296809900466,26.718757274665663,-17.14328077591624,7,Malay,Mandarin,1.7206837783203617,0
8.722262110166495,11.500801985065284,23.969715053095985,7,Malay,Malay,2.323829332189323,1
1.7759627017606265,3.214848146498249,5.617300290907163,6,Malay,Mandarin,2.2359863813356604,0
7.951259801518063,8.224115661520369,-22.290928953776444,7,Mandarin,English,2.1289431488570276,0
14.302378976803723,14.130049646601135,-21.833640464989962,6,English,English,3.125396912215985,1
10.93292077446062,12.628998910344615,-6.940653118200114,7,Mandarin,English,2.106245292757947,0
9.474189248498039,10.521150949657189,29.44072007657216,6,Mandarin,English,1.2521213953384223,0
11.900285334902051,3.360404602423574,-10.470476714490793,6,Mandarin,Malay,2.2949915115784414,0
28.21063897604303,25.534734272885093,18.719626991558393,7,English,Mandarin,1.0404405825343521,0
11.050039372850359,14.700682918414119,-7.783596613476078,7,Malay,Malay,3.0815474550424353,1
23.842932370334335,26.791980260471185,6.823243915552631,7,Mandarin,Mandarin,2.505198933143128,1
2.260889999826418,13.410713372482679,-24.55691412147703,7,English,Malay,2.1264275858719857,0
22.72791092190615,29.956787329134844,-2.2533672271912266,7,English,English,2.7046156920042805,1
30.50579276111345,28.45857510072138,9.457296168745621,7,Malay,Malay,2.283437800687584,1
13.407041336969815,3.864513942962482,23.14547233698185,7,English,Malay,1.3821929154063124,0
9.967954092188762,4.98024018200567,-16.519011158125156,6,Malay,Mandarin,2.277954686730972,0
5.92891496442769,4.8493160137750255,-24.195213844845817,7,Malay,English,2.17656697740182,0
14.267140547940528,5.769640445510127,25.313671060311986,6,Malay,English,1.396153702954574,0
9.345152514600192,10.26060434044154,-0.2528587517628935,9,Malay,Mandarin,1.9330995689437063,0
8.09843693608504,1.310305940081483,12.884544127620996,7,Malay,Malay,2.8199535267716,1
4.089402043560778,12.514610852729714,-29.985543553536004,6,Malay,Malay,3.216508059191975,1
21.835110972036617,26.551460085559516,-11.519965906887787,6,Malay,English,1.858086786081101,0
7.757955316260476,9.842508818752025,-17.21748218168613,6,Mandarin,Malay,2.249103751377588,0
11.741987233073202,6.003228385867608,25.100302714769757,7,Malay,Malay,2.3090372487936506,1
13.904348372547377,3.4892721252266394,28.770403423836797,7,English,English,2.184099675187972,1
21.978109670467976,25.039664302758474,18.945921100096122,8,Malay,Malay,2.0196718330242245,1
33.020743195630935,29.560304233983025,-6.197323499764558,7,Mandarin,English,1.5375259616512342,0
1.6112128589202472,9.961610291791859,-21.213722199217884,7,Malay,English,2.1785593611621525,0
26.297486005302787,28.433079543043405,-3.2694414619235843,7,Mandarin,English,1.669404175485981,0
11.641526819083746,4.010280409559738,-4.819400856473955,6,Malay,Mandarin,2.3099172581919856,0
14.415848017857723,7.527970823538857,-25.09865425933165,6,Malay,English,2.1793996307215955,0
11.062438679354239,9.927194661131683,25.059949979325665,7,Mandarin,English,1.2780054173187427,0
6.904976917605099,3.352323972038261,-26.012845413795297,7,Malay,Malay,3.1757175063909155,1
14.696380560813228,4.162759524407712,-1.298476090457502,6,Malay,Mandarin,2.2895803455129324,0
4.664505473735804,13.02460435595806,20.88306701675227,6,Malay,Mandarin,1.574701556116732,0
11.003732219855282,10.857850149212538,-1.840413231509391,6,Mandarin,Mandarin,3.257749465537624,1
13.124920581238797,1.7786014265733638,-27.175381381346508,6,Mandarin,Mandarin,3.24288017531739,1
2.2077589514052205,10.45284989532147,-10.207517122282184,7,English,Mandarin,2.204368854458459,0
39.96789357229021,28.5127946526553,17.809066114861057,7,English,Malay,0.8430942024807111,0
10.233772801185832,2.591020721373109,-24.108520404387868,6,Mandarin,Mandarin,3.273890330093118,1
4.610599995373581,14.700332900533045,7.792529949240565,7,English,Malay,1.899152122817514,0
25.35115846456155,29.338590530168524,-29.571357389185092,7,Mandarin,Mandarin,2.5823660465624707,1
31.74171682104719,25.379120813411117,-10.401538505911539,6,Malay,Mandarin,1.7259485084442767,0
7.624237853233236,1.8785467009605843,-21.394756061151604,6,Malay,Mandarin,2.31615630092089,0
8.489270858289775,1.9938728675894457,-17.635787040875805,8,English,Malay,2.083882605938288,0
35.73545902243578,28.890349337521194,-27.65556544230428,7,English,Malay,1.4341910962596551,0
8.782695497815808,7.863202523766497,-11.031807046223687,6,Mandarin,Malay,2.279268329630098,0
13.077004263490773,4.515237739227097,12.868913461111054,7,Malay,Mandarin,1.7386656088339345,0
23.386857950129603,28.943464113685252,-2.377513163805098,6,English,Mandarin,1.8272143906835299,0
3.423754832327794,5.3724966124081535,-9.545007954411261,9,English,English,3.0102207923712694,1
8.87465144000499,12.622485626410274,-12.751002125634368,6,Malay,English,2.2250252889170663,0
8.926501046652502,13.136289025932992,-3.975582526362196,7,Mandarin,Mandarin,3.1311201575196046,1
12.81315572393533,12.350626073089938,18.512475139445932,9,Mandarin,English,1.2304255521491396,0
10.046496594431467,10.991149042653294,20.719897326505446,6,Mandarin,English,1.546927137201462,0
32.60758814998727,27.832608772819114,-11.943063776768767,6,English,Malay,1.6691756130560047,0
25.364630070950206,26.885719225790346,-4.424931013300153,6,Malay,Mandarin,1.8216336853397022,0
2.215903402122522,5.707690956908747,-11.031707780114072,7,English,Mandarin,2.2489916971426407,0
6.916883783493221,11.45879057102156,-20.609507250478615,6,Mandarin,English,2.230044898953257,0
5.120948673025962,5.0909855226902865,21.535144799619957,6,Mandarin,English,1.6266505900561392,0
11.123314722717717,7.484444103231758,-1.8465659364257654,6,Malay,Malay,3.2902671919524193,1
25.031672331758372,27.019724527683348,-26.325634289651717,6,Mandarin,English,1.751726156776512,0
4.04696032826477,10.359924806485283,-2.185035519494832,7,English,Mandarin,2.2136476969208503,0
32.1183801228008,25.47243038778963,-16.136819955597886,6,Mandarin,English,1.6995202144277115,0
10.328355867570561,5.709461839847771,16.967994187494227,6,Mandarin,Malay,1.7282420263635188,0
13.198457764861898,2.247292515458329,22.34795888953882,9,Malay,English,1.193363936062939,0
4.768745659287084,6.847248577211563,-4.094083875135304,7,Malay,Malay,3.2351931113845627,1
3.2939441143616133,1.4821486432982942,-24.012128273875845,7,Mandarin,Mandarin,3.237198644843815,1
6.18641341820929,4.510780382606312,28.413601352775114,9,Malay,English,1.0285520146447151,0
35.40740676332443,27.868379945307822,-24.754749418224407,6,Malay,Malay,2.5823608198049723,1
38.27504154197183,25.013658736112717,13.979416419063519,9,Mandarin,Malay,0.8228961987847949,0
11.058325873273596,13.940659979088432,-28.46992884477106,6,Malay,Mandarin,2.1376103786604763,0
20.179552869209523,27.22233229308484,-9.854383688769254,6,Malay,English,1.8789560629573014,0
11.303924267640307,4.431889535678338,-28.07789274537942,6,Mandarin,Malay,2.2315488861488824,0
2.687419698327176,10.158035459686062,-9.294478766015054,7,English,Malay,2.205563852533151,0
2.985035109740731,6.501928479714207,16.553653338852534,7,English,Mandarin,1.690752497245612,0
31.89919168709384,27.845825759493984,6.5809247832252735,8,Malay,Mandarin,1.254467361195749,0
33.4232225116083,26.972470109675267,15.879495106608179,6,Malay,Malay,2.1538957860487473,1
14.537177051023354,7.409358048612501,23.872294700629695,9,Mandarin,Malay,1.0750043344816023,0
8.497807060539852,11.66066709954369,-10.78021958392464,6,English,English,3.2449811931194157,1
4.626226951088451,4.865769476504389,-4.705704934815994,9,Mandarin,English,2.019394352608018,0
10.859955754979593,13.729552118751625,-10.96998715944206,7,Mandarin,English,2.082538297397881,0
10.8851919108899,13.543843996425075,-23.757801402900892,7,English,Mandarin,2.0415169695838475,0
8.190271682767863,7.429852045414792,10.077860807144745,6,English,English,2.9735736344681074,1
11.365652622485335,13.613171628766965,-21.94637833144133,7,Mandarin,Malay,2.042057163049339,0
13.365269678791977,11.468044966414281,-28.21736694147062,7,Mandarin,Mandarin,3.0226089637430356,1
13.158134730520556,10.489916777780302,11.137266031947728,8,Mandarin,Malay,1.6212151737988207,0
38.33689587560497,29.761321907718543,-12.967934336244742,7,Mandarin,English,1.4291346089163741,0
10.084938372497662,8.001929180514203,23.586996170431416,6,English,Mandarin,1.476086458504782,0
12.028651970541818,4.98897279530804,14.021615530524327,6,Malay,Mandarin,1.82156720877315,0
35.62683258500744,29.730065981054526,-2.750233518290102,7,English,Malay,1.5058363550225136,0
12.300807882240104,8.355646714256153,10.119396668272728,7,English,Malay,1.804256570645492,0
14.57833327936785,1.3742594957487593,29.85122815890029,6,English,Mandarin,1.2781810866873236,0
6.150599104887651,4.614136514245197,-12.136480237618553,8,English,Malay,2.0993977096832763,0
20.59275035787335,29.983580037882934,-22.596533088521184,6,Malay,Malay,2.7871019724376094,1
22.066939134658952,26.168079757358097,10.855864863083873,7,Mandarin,Mandarin,2.401388880360688,1
12.168096901207779,10.340619691716448,16.81177067858131,6,Mandarin,Mandarin,2.669000860320412,1
14.88201359448221,13.67852559663503,-12.28923832255651,6,English,English,3.1559304803469725,1
37.12435032172874,28.875806417576833,-9.108138913850578,6,Malay,Mandarin,1.592137098786856,0
8.41448379716357,2.490441585943477,-27.658793346434162,7,English,Mandarin,2.1637547683474825,0
23.003240201301125,25.09953213799798,-5.80905009097448,6,English,Mandarin,1.8815378188632101,0
24.110450275514552,28.867981797766177,15.468955460716526,6,English,Mandarin,1.2836442821794436,0
9.831540302469225,2.8546125201414934,-4.052884270456143,6,Mandarin,Mandarin,3.342128857539039,1
5.7510214612037585,9.747669409533856,-21.667271697263374,7,Mandarin,Mandarin,3.137788852301746,1
3.9671875807614425,7.030122511632465,-9.075355550470633,6,Malay,Malay,3.3422757139078256,1
8.443302907075797,5.2934916566563555,28.472104529641197,6,English,English,2.3486083958252366,1
1.097660577778357,10.7733540406857,25.96382483662489,7,Malay,English,1.3375559845334883,0
21.429710641436422,29.15937020504423,-3.044476690564018,7,English,Mandarin,1.7345771534195322,0
12.165787212326638,14.670293651939012,-22.954490180071073,9,English,English,2.78512422409044,1
7.825028568728823,12.868845191160851,-21.57259041931458,6,Malay,Mandarin,2.2036526276700545,0
3.0994473135931004,7.906211016473353,19.205947447769212,7,English,Malay,1.582735256027413,0
37.29071600572052,28.025038499366698,20.179354223031353,9,English,Malay,0.5743664210036572,0
11.501913930208781,13.775080363061551,-12.483025113290228,6,English,Malay,2.1881199733563292,0
7.4006724670376585,10.860602840054396,-9.632009057844861,6,Malay,Malay,3.2677805500695967,1
21.190718351814823,29.908899299657918,-14.72894704187486,6,Malay,Mandarin,1.8051872352819522,0
23.542414882296985,28.661810291926187,23.518033841661893,9,English,Malay,0.6614697572761399,0
37.80280851523017,28.674576176462953,-16.73125381702839,6,English,Mandarin,1.5593031698502346,0
38.98299720515148,29.828459871905512,-19.10375875713224,6,English,Malay,1.515087027388673,0
6.342457920211926,5.97534256713428,-2.8866357252133596,7,Malay,English,2.2321998760424933,0
37.26112477771109,28.729495424746307,9.392780111251538,7,Mandarin,English,1.1763986040679701,0
1.39490000364107,8.59218197050789,13.174965969569586,6,Malay,English,1.921505371323575,0
5.931728794249739,2.0602731331768136,-25.096913071523286,8,Malay,Mandarin,2.083923603820657,0
1.6089232961299884,3.91200178054563,-28.334587524421135,7,Malay,Malay,3.21534212415184,1
26.90536990400868,27.659094450320886,-7.510620820112873,7,English,Malay,1.6578507073100528,0
11.81414174624746,7.949241893894797,11.81423553480244,7,Mandarin,Mandarin,2.753867919880492,1
31.76943759367648,28.04187729704328,-22.996090385239114,6,Malay,Mandarin,1.6421148004157844,0
14.712227899332822,4.662490710084406,18.175202387083356,6,Malay,English,1.6526207303579104,0
7.480830615424994,10.236281091512945,16.444000106545268,7,English,Mandarin,1.6122888792015364,0
6.922098199568304,9.389021882158186,-22.53294338675052,7,Malay,Malay,3.126778987893567,1
27.193530395185206,28.110068138026797,16.80017513202023,7,Malay,English,1.0833823376404388,0
6.947989735277935,2.979054128761583,-10.79912371299277,9,Malay,Mandarin,1.9947324823162955,0
8.657191123108506,6.140615397959065,-16.495312057107256,6,Mandarin,English,2.2795375612656334,0
14.086014545580873,9.570182007414868,-15.364046532398014,7,Mandarin,Mandarin,3.0772245460287158,1
4.779118708067594,14.597244922101993,-20.540227209082076,7,Malay,Mandarin,2.1027689396680307,0
5.7936082522688075,7.551055260830759,-11.462945155248054,7,English,Mandarin,2.193343547684844,0
9.839145980677939,4.685535045104655,-17.40981186584243,8,Malay,Mandarin,2.0442204835226994,0
7.378061364041389,11.631860763797604,-25.389902176673957,8,Malay,Mandarin,1.97276777146603,0
31.693291333049025,26.47099488672157,5.738701942489294,7,Malay,Malay,2.4260343130386657,1
29.455182764233406,26.423046359764385,24.853851711063005,6,Mandarin,English,0.9100649592950516,0
4.16572968335881,5.246905418782763,-2.580725071780833,6,English,Malay,2.379771232072648,0
12.28335034142868,12.989917021336472,17.46413738682466,6,English,Mandarin,1.6185225178334854,0
13.55619155229893,6.361996859985739,-14.884628726022658,6,Mandarin,Mandarin,3.2337026867904113,1
8.202751311944496,14.048446319084118,-22.820157191398366,7,Malay,English,2.0664208330517195,0
33.983565405967056,26.909215601547558,-3.127521801287287,8,Malay,English,1.456520556101037,0
4.584086553655093,1.8653588820780935,10.978394237071672,7,Malay,English,1.9162617473451595,0
30.720477054083553,27.716631688830656,-24.51078662799052,8,English,Mandarin,1.4234423530169216,0
9.767128824233433,4.181776159443471,-16.723144155951324,6,English,Malay,2.28726713631006,0
11.336382677852333,9.53020297464325,-24.308596083364584,8,Malay,English,1.9578054898638289,0
3.8711866148414042,3.2148258526843634,18.883572314354748,7,English,Mandarin,1.6332148443223264,0
9.867343885218256,3.2821615629874588,8.649319672829673,7,Malay,English,1.9307787569689043,0
7.643552535701656,5.88100362195339,8.913012834327606,7,English,Malay,1.9177989892219833,0
31.250108569322936,27.882477915126458,24.598628683510697,7,Malay,English,0.7508744285412465,0
7.600743169529785,10.099856993283728,-23.703422456088447,7,Mandarin,English,2.1089825901849037,0
7.7996388741212055,7.542328280429213,-1.6867565608751605,6,Malay,Malay,3.323457806584912,1
2.700570542053555,10.509752823637761,8.502822008137944,6,Malay,Malay,3.052797996058259,1
22.461317085824263,26.47843265995938,-8.772311457272167,8,Mandarin,Mandarin,2.623640632430236,1
2.6124755974885323,13.148749258357407,-29.225803581853732,6,Malay,Malay,3.227468406168695,1
5.049066617983985,10.408580654510812,14.107654559700338,7,Mandarin,Malay,1.7166556176855403,0
4.763779337558355,8.830653625308564,6.01954525047373,7,English,Mandarin,2.0183715866047507,0
3.9945794348687595,5.575804359903964,17.190524079302076,7,English,Mandarin,1.6676278192767002,0
3.2473607150650627,1.2427193941588075,-10.60574887158469,7,English,English,3.2847467026691457,1
4.811675214046743,2.1544433805521868,7.722074709310066,6,Mandarin,English,2.1425661992281584,0
28.220928041421462,26.344451069876655,15.824714102500968,7,Mandarin,Malay,1.1290068869033845,0
14.787129002005804,8.807282709358546,-2.3484168059137858,6,Malay,Malay,3.238727826866644,1
10.162695431456882,12.787151259537666,8.514762914773362,6,English,Malay,1.954984831072987,0
34.120729286680465,27.27644579882535,28.15733297112787,7,Malay,Malay,1.5910928446804342,1
7.279874671216268,5.087535290785294,10.439618103751535,7,English,English,2.8759392667486807,1
4.490875200254811,14.324519936730242,19.355990009226566,7,English,Malay,1.4993863983072195,0
25.91954473191851,27.539916203381146,25.0801591334468,7,Mandarin,Mandarin,1.8222694824469228,1
5.843354355804778,14.927021380758585,-2.8123524359228433,6,English,Mandarin,2.2654217345146237,0
2.6210943089045684,6.6087340883777355,-3.2641745860582496,7,Malay,Malay,3.2618211340736494,1
36.761133234825515,27.78289620417878,16.055481464796582,6,Mandarin,Mandarin,2.083206579680942,1
13.068030815379068,11.145917953493456,11.736969392157807,6,Mandarin,Malay,1.8295665835857515,0
7.119326901504917,7.529521513056231,12.660747569169171,8,English,Malay,1.6578853509334674,0
3.542511891976083,8.516004377454948,-15.17557344062258,7,Mandarin,English,2.1938295925036146,0
3.771912154188469,3.9338324908079074,-27.10799565024694,6,English,Malay,2.3150825680492133,0
3.603362431134504,8.262852286254587,-4.922929001647734,7,English,English,3.2299280894872835,1
35.21305351769838,27.780107590700936,5.40930000814037,6,English,English,2.479947549139987,1
12.41781057641023,10.237708268244509,-11.019479950893732,6,Malay,Malay,3.21921321171714,1
14.950096731192033,6.299909751013354,-4.938455217644442,7,English,Malay,2.136038417785798,0
4.433758435028907,10.150350539183178,-5.951839913122491,6,Malay,English,2.3168194438808043,0
26.288002324331202,25.822178250691085,12.349173451695833,7,English,English,2.2888427869125216,1
5.4929833889365405,9.731020592730253,-4.386510468374759,7,Malay,Malay,3.198138258622083,1
9.876396232995292,2.0681820602778456,-25.18817609871008,7,Malay,Mandarin,2.1615936300715686,0
6.8679178485178465,13.288805021341307,-10.151683488444597,6,Malay,Malay,3.2470938263399267,1
5.448564632065211,13.084951955869698,6.546307413964137,7,English,Mandarin,1.9505440746319063,0
5.074584867831736,8.58011319850328,-16.54860244289345,6,Malay,English,2.290791011193672,0
3.6941873333825463,10.74455260176189,-27.891428327151957,6,English,Malay,2.2451411728913824,0
2.539675161222176,7.383119383371574,-11.001585461523629,6,English,Mandarin,2.3466001030156507,0
30.61448478418145,27.370414560275517,-16.583041298856692,7,Mandarin,Malay,1.5744025392011471,0
8.516591854066448,2.65542537054177,-28.188063459741194,7,Malay,Mandarin,2.159319616221447,0
1.5200743628760975,8.85957454086859,-19.18470267772267,6,Mandarin,Mandarin,3.314754502036811,1
11.72888430402891,3.7833586538369492,-17.910453849177863,7,Mandarin,Malay,2.1501760575907487,0
12.447694002562098,9.320153579815983,-16.012021724548905,7,English,Mandarin,2.093948118427723,0
7.153373494190383,1.6603592570839967,6.107801010542719,7,Mandarin,Mandarin,3.063089637118261,1
25.75828142434937,26.439972701826882,-10.69875449314431,6,Mandarin,Mandarin,2.8015313097267773,1
1.3713219150255165,11.606728469323041,-18.276723467827285,7,English,Mandarin,2.1742970845970904,0
13.026529066438949,10.042734937582408,20.568748844102814,6,English,English,2.5319011504161884,1
27.277833261358555,28.575054234776744,17.650835192731563,6,English,Malay,1.1625647405367352,0
1.540847222698525,6.620986556665475,10.233662349545249,6,Malay,Malay,3.0427034799722765,1
8.306891427034788,12.159693365865794,-10.0097178364935,8,Mandarin,English,2.0094684259493487,0
2.2820106991003555,4.0642506974608406,8.563794111034813,7,Mandarin,Malay,2.0018045921481695,0
5.271662897644521,7.952847424806263,8.888686104567828,7,Malay,Malay,2.9216508831156185,1
9.310432719880136,11.015264579047498,-20.268528016321138,7,English,Mandarin,2.09418126695632,0
37.54865047044432,26.66150125206279,27.558304109289786,6,English,Mandarin,0.6858014404914137,0
1.908492063980461,4.4783832670424335,9.240710236268953,8,Malay,Malay,2.8602063884203575,1
6.152732658743922,7.218019810382112,-13.6722138741263,8,Malay,Mandarin,2.068218429061652,0
2.7115578824344153,8.659752374599087,26.184027819668934,9,English,Malay,1.0998459237412521,0
37.1830784538926,28.09001464823286,10.237255280252647,7,English,Mandarin,1.1580035058247613,0
37.05876166900981,29.29141994648702,-14.803083138952788,7,English,Mandarin,1.450209119962429,0
28.358633098259276,27.235901737750257,-20.61874148748174,7,English,Malay,1.5981336531482462,0
11.817511632483054,1.1392714007741622,-0.7288328032224918,7,Mandarin,Malay,2.2330027269900197,0
35.42604465370301,25.455737348241275,19.162978007627842,6,Malay,Malay,2.031412494147226,1
11.257194839901896,3.0709859427963417,-28.370519006762393,6,Mandarin,English,2.24464979548381,0
39.58361789752767,27.74046819287686,-6.607081526868452,9,English,Malay,1.2273795001708123,0
25.54446717449522,25.58990582882638,-23.756981983691695,7,Mandarin,English,1.6570531466693585,0
27.884959979926506,27.322886227006684,-0.06018303979997697,7,Mandarin,Mandarin,2.6726773377594837,1
9.992659450683043,3.3039898282947924,24.31412208615949,7,English,English,2.3810392341946396,1
5.148766690291637,12.748798355059824,-10.12591278718125,7,Mandarin,English,2.152271306922548,0
8.97617911362262,14.525434266445883,-5.727140609857852,8,English,English,2.993393397499789,1
34.36958175349014,25.813198506585724,20.146556941759947,6,Mandarin,English,1.0078605918816663,0
28.518876686709913,27.691120897349485,-4.277253141002372,7,English,English,2.6430314160001793,1
35.1084918244228,25.298432787413052,25.37284452199382,9,Mandarin,Malay,0.46895383665721413,0
7.684941798807554,1.031788955337371,-0.23277536281402078,6,English,Malay,2.394556774582504,0
14.241881209337034,11.909783669871546,-14.938933700659952,6,Mandarin,Mandarin,3.171186905539048,1
4.836465050135808,4.679606556498104,13.208536344589506,6,Mandarin,English,1.9250405118730283,0
35.466864124235485,29.028625897728286,-13.918575521906174,8,Malay,Mandarin,1.3645082368075427,0
28.60933942646252,26.146131291181135,12.643199400825623,7,Malay,Mandarin,1.2374029209188688,0
11.731920814421363,6.677607556180879,17.587658581533564,6,Malay,English,1.682836665940303,0
4.264552542720161,13.858101077001212,-23.091875218203725,7,Mandarin,Mandarin,3.106800546408774,1
