staff_name,distance_patient_clinic,distance_staff_patient,time_margin,workload,language,fitness_score,predicted_label,accept_proba
1,5.202356907,13.8323235,-9.623625825,3,1,2.657574443,1,0.925925926
2,1.826336984,1.327500493,-40.08954555,4,0,2.674829807,1,0.925925926
1,4.641049183,8.759110138,-85.43821679,2,1,2.501204351,1,0.666666667
2,8.894428649,11.33030512,-61.76010221,3,2,2.471885655,1,0.666666667
3,6.175529414,14.31172279,-143.3719455,3,0,2.197220993,1,0.666666667
1,2.443925814,13.76181451,-111.8515039,4,1,2.30510425,1,0.666666667
0,5.291106484,1.430001115,-111.087367,3,1,2.442497701,1,0.666666667
2,3.13756228,2.126970684,-92.84005646,2,0,2.557887815,1,0.666666667
2,8.595584932,9.26476324,-123.9997064,1,1,2.368064163,1,0.666666667
0,7.99981522,2.666501884,-118.9053499,4,2,2.336985663,1,0.666666667
0,12.75948877,3.350452629,-140.742152,3,2,2.249760079,1,0.666666667
0,6.99290648,4.835871428,-34.50762614,2,2,2.6866868,1,0.925925926
0,13.4557796,10.87071779,-24.0498235,1,1,2.636568948,1,0.925925926
2,2.348590156,8.67515337,-112.2845421,2,0,2.435480758,1,0.666666667
1,10.2109545,8.797155802,-74.44492745,2,0,2.481769139,1,0.666666667
2,6.209542401,14.07271626,-6.390526669,2,2,2.695875658,1,0.925925926
0,9.088221645,5.535572996,-133.6999468,2,0,2.328095564,1,0.666666667
2,11.392775,10.98989096,-20.50715173,2,2,2.627816168,1,0.925925926
2,5.028368885,5.959243011,-125.2517339,3,1,2.352618101,1,0.666666667
1,6.12169185,2.798010311,-102.6053814,4,2,2.40878504,1,0.666666667
1,11.89027493,5.172572754,-149.9195087,1,1,2.289639828,1,0.666666667
2,3.252013981,2.614590511,-50.09787217,1,0,2.734341048,1,0.925925926
1,2.314633713,8.024600766,-1.0132986,2,0,2.813229993,1,0.925925926
2,2.75671396,9.462194737,-122.017309,4,0,2.31108655,1,0.666666667
1,7.438805492,3.846053324,-42.14737272,2,0,2.666660169,1,0.925925926
0,3.856780906,5.065882155,-34.36706678,4,0,2.63621648,1,0.925925926
2,6.524741719,2.216613533,-111.7241709,4,0,2.380172545,1,0.666666667
0,1.737189788,5.073496918,-38.71332825,4,0,2.642848705,1,0.925925926
2,7.18577285,7.213032165,-122.3821581,1,1,2.408071423,1,0.666666667
3,9.97247095,14.18835439,-119.0494681,2,1,2.281560186,1,0.666666667
2,8.655585027,11.23006556,-117.7036571,1,0,2.36879797,1,0.666666667
3,4.903997179,3.898089601,-54.5596153,3,0,2.610113748,1,0.925925926
0,12.05340482,9.44928294,-126.4790265,2,0,2.283376367,1,0.666666667
3,3.873330035,13.48236822,-42.3966884,4,0,2.525120723,1,0.666666667
1,4.333841231,2.715345185,-91.31151624,4,0,2.465136415,1,0.666666667
0,5.243917792,5.62607623,-73.7409322,1,2,2.605496952,1,0.666666667
3,9.33262811,11.23866109,-122.718075,3,2,2.265226858,1,0.666666667
2,11.9352224,14.40113029,-90.34380045,1,1,2.395490472,1,0.666666667
2,2.349138706,13.88193742,-40.75234791,2,2,2.621848079,1,0.925925926
3,10.31987543,9.112602446,-98.72513622,4,1,2.316591434,1,0.666666667
2,9.351066241,8.064820892,-7.684224053,2,2,2.720227048,1,0.925925926
0,3.49863725,11.13785826,-131.416089,2,0,2.335581415,1,0.666666667
2,1.942490459,1.244957172,-19.16064307,1,1,2.864256713,1,0.925925926
3,11.90877189,5.223124265,-68.93369825,4,2,2.438902044,1,0.666666667
1,4.905779982,8.89411013,-46.503349,3,1,2.586989936,1,0.666666667
1,1.233075435,14.5381212,-18.85198516,4,2,2.619448083,1,0.925925926
2,1.871548321,10.45928109,-5.874650324,2,2,2.777109538,1,0.925925926
1,6.144304506,2.894956888,-118.7554348,3,1,2.393755937,1,0.666666667
0,9.813268828,13.84989338,-107.4889667,1,1,2.365071822,1,0.666666667
3,1.165334264,5.213032441,-6.242025255,4,0,2.755409582,1,0.925925926
3,2.782174487,14.85003831,-140.6643095,3,1,2.23479684,1,0.666666667
0,5.048072091,14.49080854,-114.9506977,4,0,2.261442201,1,0.666666667
1,11.15479416,4.946955976,-108.7009244,3,0,2.356646084,1,0.666666667
0,3.628177023,10.76237362,-82.98221022,4,1,2.419487126,1,0.666666667
1,7.870434297,13.96898758,-130.3634408,3,1,2.227060978,1,0.666666667
0,4.30952012,8.032804696,-39.44761219,2,1,2.665084711,1,0.925925926
1,1.720534772,2.297102378,-103.4282636,3,0,2.49506275,1,0.666666667
2,4.289367207,14.59693206,-146.1489812,2,0,2.243973737,1,0.666666667
2,6.916579123,3.975038674,-37.34011587,2,0,2.686616769,1,0.925925926
3,4.18681381,13.24715079,-98.71756828,4,1,2.336601793,1,0.666666667
2,8.00242308,6.821685624,-92.3591077,1,1,2.503895221,1,0.666666667
1,8.115251206,5.651236285,-123.7658949,3,0,2.329782142,1,0.666666667
2,5.10214809,12.25068488,-107.0375075,2,2,2.389679979,1,0.666666667
0,10.39688316,8.048659195,-15.11357977,2,1,2.685165977,1,0.925925926
1,5.320626768,2.826743972,-50.98285388,1,0,2.708583446,1,0.925925926
0,4.780665106,12.19531734,-76.77018147,2,0,2.494339571,1,0.666666667
3,12.69983305,9.951627948,-4.040303401,1,2,2.720017712,1,0.925925926
0,8.066213765,13.63969585,-100.1995356,3,2,2.328942452,1,0.666666667
2,9.173921465,12.2776375,-28.64408529,3,2,2.570004126,1,0.666666667
2,11.44635526,1.263445695,-71.33720541,2,0,2.555111306,1,0.666666667
3,6.349460132,2.735437787,-83.12914443,3,1,2.512053873,1,0.666666667
0,14.30456483,14.88883099,-118.8885976,2,2,2.231770717,1,0.666666667
1,3.731200228,9.397338663,-63.80417995,3,1,2.536034011,1,0.666666667
1,8.919661723,6.769113457,-141.067739,2,1,2.292886452,1,0.666666667
3,5.178550933,5.807664635,-121.5729928,4,0,2.324894535,1,0.666666667
0,4.260380552,5.916863293,-66.20300694,1,2,2.637550872,1,0.925925926
3,11.79119968,2.057665011,-6.356725565,3,1,2.720322268,1,0.925925926
0,4.75709941,7.345803109,-9.324759253,2,1,2.767888444,1,0.925925926
3,2.711057822,4.412468613,-91.80157259,4,0,2.462759494,1,0.666666667
1,13.38126166,3.696977387,-43.7041201,1,2,2.643537209,1,0.925925926
1,13.66919311,6.042478463,-4.757637198,4,0,2.627024494,1,0.925925926
1,1.715336009,11.75220816,-33.36270928,4,1,2.594115527,1,0.666666667
3,8.28948122,2.313860274,-102.2019566,1,0,2.513293397,1,0.666666667
1,14.57462919,10.52258577,-128.1919006,2,0,2.241721515,1,0.666666667
3,9.681008485,1.771069468,-113.0532644,2,1,2.428635006,1,0.666666667
3,10.96552886,5.856531022,-130.0784046,1,1,2.358184719,1,0.666666667
0,1.75139833,9.644152064,-50.8493864,1,0,2.676546541,1,0.925925926
0,7.741721191,4.743787461,-8.252836888,1,2,2.807635457,1,0.925925926
3,12.87090524,12.96965705,-82.06828207,3,1,2.348033437,1,0.666666667
0,12.66930282,3.343225671,-75.11081258,4,0,2.42950534,1,0.666666667
0,1.304858087,6.780145118,-73.75959766,4,1,2.513284642,1,0.666666667
2,4.185365837,9.823742594,-20.12044392,1,1,2.752840769,1,0.925925926
2,7.66821734,8.875649661,-26.1095753,2,2,2.667529412,1,0.925925926
1,1.81406759,9.188395489,-35.13835191,3,2,2.652847529,1,0.925925926
0,11.15261692,2.161843036,-89.22457788,2,0,2.489440141,1,0.666666667
2,11.24463628,14.69323216,-2.331665466,1,2,2.692849097,1,0.925925926
0,5.128701945,2.675204922,-141.6084376,2,2,2.369932806,1,0.666666667
2,12.86814176,1.641556321,-110.984503,4,0,2.324954676,1,0.666666667
0,9.545151579,6.920411202,-144.8774409,4,2,2.192419569,1,0.666666667
0,4.430427083,14.47104458,-57.73522989,1,1,2.578534517,1,0.666666667
2,6.508881077,7.641585631,-79.948186,4,1,2.43200138,1,0.666666667
0,12.85121601,2.95962712,-79.32930235,4,1,2.417460561,1,0.666666667
1,5.393318073,6.331326761,-102.9481736,3,0,2.419592973,1,0.666666667
2,9.108082468,6.496007824,-15.1272239,2,1,2.713535017,1,0.925925926
3,13.47359857,8.198017118,-2.910851523,3,2,2.653581005,1,0.925925926
0,5.098246487,4.042336955,-147.2176173,2,2,2.337868775,1,0.666666667
1,8.43768916,12.73961312,-119.7769955,3,0,2.268970325,1,0.666666667
0,11.13486679,13.30647925,-25.35207634,4,1,2.511079619,1,0.666666667
2,13.99580135,12.29718324,-68.65265969,1,2,2.468227955,1,0.666666667
1,7.245291967,14.986487,-129.8725418,2,1,2.264773738,1,0.666666667
0,8.642610468,3.42003267,-134.1645509,3,0,2.312158399,1,0.666666667
3,13.67159989,8.761347646,-91.76113253,2,2,2.389800083,1,0.666666667
0,8.280646617,3.875079926,-28.4613742,3,0,2.663571487,1,0.925925926
1,10.96534399,2.766821576,-20.02780544,2,0,2.715918993,1,0.925925926
2,1.583014248,4.754899898,-137.4853921,4,0,2.318336218,1,0.666666667
2,6.492565595,11.95562449,-129.7703944,4,0,2.222950118,1,0.666666667
2,14.4468472,2.453786823,-86.59790287,3,0,2.422333984,1,0.666666667
1,7.949193863,6.389610201,-30.43432245,1,2,2.715164218,1,0.925925926
2,14.1728892,3.454881799,-126.8221436,1,0,2.360981811,1,0.666666667
3,14.66862949,1.605529937,-5.737321679,3,2,2.698134,1,0.925925926
1,3.708360299,4.743279827,-85.25247901,1,2,2.591308669,1,0.666666667
1,12.37880229,11.6215395,-139.5194815,2,1,2.214931644,1,0.666666667
0,3.65207801,3.811517468,-73.23120924,1,2,2.641260014,1,0.925925926
0,14.69385207,11.33254818,-87.71984247,1,1,2.407336523,1,0.666666667
2,4.350887714,13.70635956,-138.0761953,1,2,2.319173543,1,0.666666667
0,13.57453807,2.906309615,-146.6150591,4,0,2.18647466,1,0.666666667
1,1.676110954,7.672412178,-44.74966642,4,1,2.597349214,1,0.666666667
0,5.031531533,5.149896975,-129.84024,1,0,2.425384915,1,0.666666667
3,9.543240159,6.887645972,-93.42380334,3,1,2.404278461,1,0.666666667
1,8.032986741,8.103452076,-19.9105362,4,0,2.612267158,1,0.925925926
0,9.300575421,14.15831864,-107.9978879,4,2,2.2454181,1,0.666666667
1,9.413672508,11.40485075,-133.9249981,1,2,2.305398107,1,0.666666667
3,8.580734983,12.6175961,-92.97540315,3,0,2.358098679,1,0.666666667
3,13.41986585,1.805046775,-37.16870146,3,0,2.603855202,1,0.666666667
1,14.94838087,13.63127698,-42.43647643,2,2,2.4927485,1,0.666666667
1,5.503262526,10.31365562,-103.7086693,1,2,2.456135254,1,0.666666667
2,4.75614602,2.772660361,-113.2713323,2,2,2.467140829,1,0.666666667
0,12.70595614,3.189123784,-1.583288127,3,1,2.715771574,1,0.925925926
2,5.854282065,3.877740685,-112.5893809,2,2,2.447381836,1,0.666666667
2,5.016308608,10.74572974,-56.38332939,1,1,2.614435185,1,0.925925926
3,7.868746386,13.79325306,-8.511755051,3,1,2.635007489,1,0.925925926
1,2.664815843,11.98253129,-40.79979161,2,0,2.637527223,1,0.925925926
1,12.22344303,13.67202734,-124.7385618,3,1,2.20525009,1,0.666666667
1,12.20153327,3.772982849,-136.4815145,2,2,2.305316457,1,0.666666667
3,12.44967545,7.466142144,-148.1164843,2,0,2.22712021,1,0.666666667
0,12.60700431,8.372229756,-44.05932438,1,2,2.603343245,1,0.666666667
3,9.051836291,8.762681659,-110.280202,3,0,2.334254147,1,0.666666667
1,5.151898349,3.264359952,-121.3213182,1,1,2.471433023,1,0.666666667
1,5.812780744,5.117351567,-98.97470343,4,0,2.400782999,1,0.666666667
0,1.183916478,3.492746031,-41.31901394,2,1,2.735503328,1,0.925925926
0,11.36077562,7.075263106,-25.36507364,1,1,2.691089367,1,0.925925926
2,14.54085655,1.618363374,-9.175917989,2,1,2.727821407,1,0.925925926
1,11.06768958,6.027704806,-130.4219997,3,1,2.274306057,1,0.666666667
2,12.552379,8.505225451,-39.12669502,2,1,2.579001639,1,0.666666667
0,11.57611204,1.66163898,-62.46699182,1,1,2.619399184,1,0.925925926
1,5.190034151,13.67400592,-13.29353059,3,1,2.647047831,1,0.925925926
3,5.837040733,8.477172919,-112.8060818,2,2,2.400837591,1,0.666666667
3,10.55252582,4.458819708,-78.3302087,1,1,2.548785849,1,0.666666667
0,14.91060191,3.439280379,-128.6997926,1,0,2.347501868,1,0.666666667
3,10.66219332,13.92975775,-77.60609523,1,0,2.455393505,1,0.666666667
0,14.32069884,10.52841497,-55.92698573,4,0,2.405085576,1,0.666666667
1,3.305314023,6.341274365,-140.516266,2,1,2.355146563,1,0.666666667
0,4.050674387,6.582322233,-92.57544642,2,0,2.505085212,1,0.666666667
1,5.552023294,2.753898624,-100.6481171,2,0,2.501447057,1,0.666666667
1,9.117206923,5.207513559,-35.22154954,2,1,2.65934763,1,0.925925926
1,14.51252155,4.175671456,-110.5515887,1,1,2.404612774,1,0.666666667
3,7.251602488,9.444198724,-7.809548148,3,0,2.687010161,1,0.925925926
3,3.102103891,3.637591149,-120.1950444,2,1,2.451952901,1,0.666666667
2,10.41537656,3.039095956,-40.40852451,1,0,2.690760193,1,0.925925926
3,9.695766827,6.530198899,-125.993916,1,1,2.377760623,1,0.666666667
0,11.90957117,4.387434651,-122.0349729,4,2,2.270246699,1,0.666666667
0,11.56161238,9.890017013,-138.7482406,1,1,2.282989571,1,0.666666667
