distance_patient_clinic,distance_staff_patient,time_margin,workload,language,wheelchair,cost,fitness_score,label
10.68653277,3.980924332,-142.1875132,9,English,TRUE,5.246258345,-1.246258345,0
4.321487225,8.056556018,-89.54520999,9,English,TRUE,3.468620766,0.531379234,0
10.09486059,5.876921559,-20.49672852,4,English,TRUE,1.002942105,2.997057895,1
8.956320447,7.52586417,-7.713634026,7,English,TRUE,0.70194298,3.29805702,1
4.712833148,1.166107771,-42.48832613,9,English,TRUE,1.835066947,2.164933053,0
6.503368145,8.113667283,-138.4441878,4,English,TRUE,4.920976615,-0.920976615,0
8.036919303,3.97540729,-95.98798567,1,English,TRUE,3.359722788,0.640277212,0
3.733401829,8.196207797,-103.5300941,5,English,TRUE,3.770299233,0.229700767,0
3.479549512,3.47115084,-101.2905149,7,English,TRUE,3.725857499,0.274142501,0
6.182221804,3.863576886,-21.44235263,7,English,TRUE,1.095203075,2.904796925,1
14.49067968,9.857484635,-16.67811568,2,English,TRUE,0.879418833,3.120581167,1
12.94213238,1.179113354,-86.15142188,8,English,TRUE,3.33292652,0.66707348,0
6.3913682,3.27620625,-87.03447903,1,English,TRUE,3.037825046,0.962174954,0
8.980856381,8.860457479,-55.35504529,4,English,TRUE,2.183581315,1.816418685,0
9.610101174,7.133734269,-11.49999477,5,English,TRUE,0.750771513,3.249228487,1
10.83477718,4.581577506,-91.5791328,5,English,TRUE,3.406801307,0.593198693,0
8.158793584,9.300077829,-20.16493236,3,English,TRUE,0.966753126,3.033246874,1
8.021228126,5.322130421,-104.8450681,1,English,TRUE,3.668269188,0.331730812,0
5.731932196,4.372579203,-0.688460643,2,English,TRUE,0.203993802,3.796006198,1
1.522874642,1.064979523,-15.70384242,7,English,TRUE,0.829339956,3.170660044,1
8.311405641,9.804425374,-124.1490978,1,English,TRUE,4.359461571,-0.359461571,0
4.021494385,4.231637011,-61.00652136,3,English,TRUE,2.236082026,1.763917974,0
8.438964842,8.385646541,-101.6063822,5,English,TRUE,3.755125521,0.244874479,0
5.521390621,3.121184029,-114.4572336,7,English,TRUE,4.181666868,-0.181666868,0
1.354910408,9.580922423,-103.9756741,2,English,TRUE,3.655214131,0.344785869,0
3.190118597,7.350362108,-128.7862363,9,English,TRUE,4.758279352,-0.758279352,0
8.760956735,4.726610432,-129.8022169,9,English,TRUE,4.821616235,-0.821616235,0
1.644036988,2.497728559,-17.77772125,2,English,TRUE,0.714008364,3.285991636,1
7.638433607,4.154231821,-59.05784076,9,English,TRUE,2.446521346,1.553478654,0
7.628604791,6.090803941,-103.5108246,7,English,TRUE,3.867554906,0.132445094,0
6.579066282,9.14570315,-5.898684245,1,English,TRUE,0.393870502,3.606129498,1
9.76203882,5.388385942,-62.51385711,5,English,TRUE,2.435299485,1.564700515,0
8.04390762,6.204961924,-103.3168917,6,English,TRUE,3.826385085,0.173614915,0
9.993869895,1.651136589,-8.645522451,6,English,TRUE,0.644634147,3.355365853,1
9.05663849,6.704011356,-108.3693218,9,English,TRUE,4.129917224,-0.129917224,0
3.741075887,6.413936557,-149.5839093,4,English,TRUE,5.247680435,-1.247680435,0
1.255105559,9.140265346,-81.32903595,2,English,TRUE,2.894921574,1.105078426,0
10.56209483,5.183057853,-77.61259443,1,English,TRUE,2.784538008,1.215461992,0
13.28460819,8.758756773,-90.41230968,6,English,TRUE,3.474177306,0.525822694,0
14.03060256,7.709527768,-78.03572851,5,English,TRUE,3.018592254,0.981407746,0
2.443734164,2.546101985,-28.43520302,7,English,TRUE,1.277738462,2.722261538,1
7.921884266,3.946390121,-59.59411679,6,English,TRUE,2.345153304,1.654846696,0
7.181427019,3.912485225,-65.03511787,9,English,TRUE,2.638776385,1.361223615,0
2.63893823,8.539561888,-148.7756492,4,English,TRUE,5.230973308,-1.230973308,0
11.66114884,1.746344373,-82.6162011,9,English,TRUE,3.247948302,0.752051698,0
2.018682089,3.584370371,-101.0718192,5,English,TRUE,3.625091163,0.374908837,0
11.88005682,7.560119222,-8.171347846,2,English,TRUE,0.546780022,3.453219978,1
11.44462831,9.766281025,-90.68452391,9,English,TRUE,3.594926557,0.405073443,0
4.999969208,4.815605615,-107.3434181,8,English,TRUE,3.996269686,0.003730314,0
8.323369818,4.198930127,-93.25751586,6,English,TRUE,3.473806862,0.526193138,0
9.785813121,3.203105671,-70.19114567,1,English,TRUE,2.509594043,1.490405957,0
4.933484654,9.434012445,-25.98519673,7,English,TRUE,1.289848195,2.710151805,1
9.171185566,5.757668538,-83.18394617,1,English,TRUE,2.962086747,1.037913253,0
14.64152731,3.682375285,-50.52210399,2,English,TRUE,1.947309159,2.052690841,0
3.276637151,4.885595415,-32.43019623,5,English,TRUE,1.362628867,2.637371133,1
12.5155214,5.615943423,-119.4394065,5,English,TRUE,4.362628198,-0.362628198,0
11.16007312,3.461525792,-108.5839805,1,English,TRUE,3.805682006,0.194317994,0
1.633061381,6.822520375,-49.89754488,9,English,TRUE,2.107807314,1.892192686,0
1.369137643,5.44713167,-82.361891,5,English,TRUE,3.01355906,0.98644094,0
6.332471993,7.110127188,-22.92983573,5,English,TRUE,1.09875385,2.90124615,1
6.648760127,5.589009534,-22.48694278,6,English,TRUE,1.111942456,2.888057544,1
2.876213198,1.943403768,-83.35921146,7,English,TRUE,3.106836552,0.893163448,0
10.85711675,2.060740978,-126.9478185,6,English,TRUE,4.600772529,-0.600772529,0
8.195852848,6.670064219,-32.50202608,8,English,TRUE,1.55206004,2.44793996,1
9.86761196,5.767974237,-75.39146233,8,English,TRUE,2.989404606,1.010595394,0
4.362038663,3.895633269,-3.964349099,4,English,TRUE,0.374721689,3.625278311,1
3.546321182,4.682294091,-69.06308839,4,English,TRUE,2.544389099,1.455610901,0
5.839341967,3.286190342,-37.54300679,5,English,TRUE,1.542688883,2.457311117,1
10.34580834,5.929659185,-83.27792688,4,English,TRUE,3.098685571,0.901314429,0
6.099778055,8.840683417,-125.8844774,3,English,TRUE,4.465553862,-0.465553862,0
9.790605453,2.260581034,-0.651545308,9,English,TRUE,0.502230042,3.497769958,1
3.930890527,3.616694793,-4.122836214,7,English,TRUE,0.492903727,3.507096273,1
6.186609439,6.532938578,-50.35183308,7,English,TRUE,2.085589916,1.914410084,0
6.164790954,6.882426573,-145.2005429,5,English,TRUE,5.170490273,-1.170490273,0
8.449588794,4.314793439,-50.90987056,4,English,TRUE,1.984639508,2.015360492,0
1.280996769,6.146827204,-94.85966601,5,English,TRUE,3.436267107,0.563732893,0
7.978190785,7.114541393,-35.22142201,2,English,TRUE,1.404974722,2.595025278,1
6.08315215,5.849374305,-69.67314439,6,English,TRUE,2.681763411,1.318236589,0
9.480847471,8.938433674,-114.3294202,6,English,TRUE,4.235173483,-0.235173483,0
13.55471594,2.935203124,-83.82356374,7,English,TRUE,3.239017982,0.760982018,0
6.569978387,6.527464324,-129.3908556,1,English,TRUE,4.484002948,-0.484002948,0
9.002577653,5.103243433,-66.01423744,1,English,TRUE,2.381532792,1.618467208,0
8.456252056,2.659314142,-4.533534737,7,English,TRUE,0.542273487,3.457726513,1
1.887249587,1.86621842,-25.11699418,6,English,TRUE,1.114767819,2.885232181,1
4.564969167,6.959672971,-62.37377673,3,English,TRUE,2.314372312,1.685627688,0
10.54103811,2.045626975,-1.414943744,2,English,TRUE,0.253031442,3.746968558,1
7.60206664,9.46158457,-78.12273089,8,English,TRUE,3.094727542,0.905272458,0
14.01340802,1.338004628,-27.27915875,8,English,TRUE,1.382819418,2.617180582,1
14.51037675,2.75880328,-83.18857729,3,English,TRUE,3.065644377,0.934355623,0
3.537262926,3.079800299,-93.58958186,7,English,TRUE,3.465823361,0.534176639,0
12.40404608,8.671288143,-66.67025272,9,English,TRUE,2.7930951,1.2069049,0
5.219290238,7.994450766,-51.18645376,7,English,TRUE,2.118352535,1.881647465,0
13.69060955,5.059684646,-83.45386848,9,English,TRUE,3.329298558,0.670701442,0
5.364108949,4.67074023,-135.6485061,9,English,TRUE,4.981965361,-0.981965361,0
8.978455588,6.677017598,-111.1512738,9,English,TRUE,4.221597191,-0.221597191,0
5.789144482,5.342063233,-44.6845228,7,English,TRUE,1.88079617,2.11920383,0
8.598142207,5.521625141,-140.4973483,5,English,TRUE,5.024442615,-1.024442615,0
9.560359296,2.176284284,-97.9921078,7,English,TRUE,3.663770029,0.336229971,0
10.75311153,7.872823293,-36.80723856,3,English,TRUE,1.5331673,2.4668327,1
6.937829398,9.87685158,-61.18425548,9,English,TRUE,2.567621992,1.432378008,0
14.08113821,3.6214527,-0.202021934,9,English,TRUE,0.543759974,3.456240026,1
5.692761383,4.86770843,-115.4110685,2,English,TRUE,4.032640314,-0.032640314,0
7.977148818,5.560220809,-115.5644313,6,English,TRUE,4.227521407,-0.227521407,0
10.28952321,5.242312992,-5.221000198,8,English,TRUE,0.649351702,3.350648298,1
6.610682852,1.772296945,-121.0736998,9,English,TRUE,4.47961979,-0.47961979,0
3.546993827,7.78153511,-2.046811732,1,English,TRUE,0.221512347,3.778487653,1
14.24561647,4.317585872,-65.68880892,5,English,TRUE,2.575258987,1.424741013,0
6.226330428,1.592579481,-41.14216934,3,English,TRUE,1.569594744,2.430405256,1
3.186136363,3.736990066,-96.37707742,7,English,TRUE,3.561800512,0.438199488,0
12.44420986,5.264275915,-20.53441411,6,English,TRUE,1.101565328,2.898434672,1
7.105771408,1.690546347,-48.58330564,9,English,TRUE,2.067406699,1.932593301,0
5.122520634,1.957495649,-36.20375682,5,English,TRUE,1.477592057,2.522407943,1
2.961584461,3.474175037,-113.1455451,3,English,TRUE,3.955875765,0.044124235,0
13.52373118,3.923416988,-110.9213939,6,English,TRUE,4.111851279,-0.111851279,0
1.314570316,2.932782992,-3.564944193,2,English,TRUE,0.241305006,3.758694994,1
9.868695078,6.193696984,-141.9979341,5,English,TRUE,5.093888392,-1.093888392,0
3.403510002,4.897721832,-146.8596782,3,English,TRUE,5.098334924,-1.098334924,0
13.80018329,2.782937748,-124.4481004,7,English,TRUE,4.594101224,-0.594101224,0
9.071230657,1.182519764,-44.24087466,6,English,TRUE,1.817233326,2.182766674,0
3.889897805,4.055445236,-28.6680219,3,English,TRUE,1.15505416,2.84494584,1
5.159704019,6.192185818,-70.32560487,1,English,TRUE,2.497705728,1.502294272,0
8.929664964,6.91744807,-46.57740101,7,English,TRUE,1.991051164,2.008948836,0
4.810031921,8.642972302,-24.15339067,6,English,TRUE,1.179643065,2.820356935,1
9.263229336,5.322402331,-144.4982899,2,English,TRUE,5.042465978,-1.042465978,0
3.591861004,5.797275053,-22.53717566,8,English,TRUE,1.165130549,2.834869451,1
7.851949491,4.212853229,-124.1691386,3,English,TRUE,4.379619315,-0.379619315,0
13.95347644,9.316700248,-100.4956431,9,English,TRUE,3.942556537,0.057443463,0
13.81683617,4.580907287,-129.5064565,5,English,TRUE,4.700859318,-0.700859318,0
14.21973085,5.142942863,-10.37232669,6,English,TRUE,0.77937096,3.22062904,1
9.347778299,1.022091278,-10.72700883,8,English,TRUE,0.781265657,3.218734343,1
10.74804286,9.50670785,-118.4763397,2,English,TRUE,4.231758832,-0.231758832,0
12.07012431,7.260761941,-54.5522977,6,English,TRUE,2.251718786,1.748281214,0
9.622084635,7.417253821,-24.60274407,4,English,TRUE,1.150484853,2.849515147,1
12.1829653,8.220599347,-73.03623019,4,English,TRUE,2.798576653,1.201423347,0
14.77716857,1.800779823,-72.38177645,2,English,TRUE,2.658505366,1.341494634,0
6.898998032,1.300627059,-51.24534189,4,English,TRUE,1.950174314,2.049825686,0
11.32615222,1.819759734,-54.26901905,2,English,TRUE,2.020426421,1.979573579,0
4.342880041,1.442142045,-44.98816815,7,English,TRUE,1.837455826,2.162544174,0
14.82811346,3.702044004,-109.8417589,5,English,TRUE,4.046693539,-0.046693539,0
9.508315128,1.360118175,-116.9919755,7,English,TRUE,4.288416851,-0.288416851,0
5.901753628,9.903999581,-44.75098254,9,English,TRUE,2.00975695,1.99024305,0
11.61533866,5.790975423,-63.92969756,7,English,TRUE,2.58505306,1.41494694,0
9.301159088,6.125606824,-148.9358419,4,English,TRUE,5.278795723,-1.278795723,0
6.718344983,4.59227495,-19.07974932,8,English,TRUE,1.069097843,2.930902157,1
7.942260291,3.593345401,-147.7322673,7,English,TRUE,5.319764966,-1.319764966,0
10.56562269,6.068782832,-34.20699787,8,English,TRUE,1.626577318,2.373422682,1
7.932051378,9.099849492,-48.48121428,6,English,TRUE,2.026359485,1.973640515,0
12.1639643,5.223540503,-85.07018791,6,English,TRUE,3.249547978,0.750452022,0
13.14211881,8.688409234,-105.2693344,8,English,TRUE,4.047283094,-0.047283094,0
8.577732101,1.27707912,-99.31061617,2,English,TRUE,3.488901985,0.511098015,0
14.48188805,7.51422499,-124.579969,8,English,TRUE,4.692626765,-0.692626765,0
2.435136192,7.041731618,-99.44682252,8,English,TRUE,3.729662762,0.270337238,0
14.12119882,9.911726103,-123.4506281,9,English,TRUE,4.715350187,-0.715350187,0
10.56613527,7.989760669,-34.56658529,6,English,TRUE,1.577778469,2.422221531,1
7.242637889,3.054977529,-30.90790424,4,English,TRUE,1.293239629,2.706760371,1
6.966538231,2.273939659,-82.63322032,7,English,TRUE,3.126845456,0.873154544,0
7.052687215,7.883631039,-9.567931416,1,English,TRUE,0.50829423,3.49170577,1
14.21062288,9.236587035,-38.07617624,5,English,TRUE,1.703677974,2.296322026,1
6.566321571,7.323643957,-75.61479711,6,English,TRUE,2.899392892,1.100607108,0
3.983465856,1.995277096,-27.83984559,9,English,TRUE,1.347782283,2.652217717,1
1.43587716,6.64959462,-18.1113474,7,English,TRUE,0.964566298,3.035433702,1
14.55470799,5.162448466,-99.65649695,9,English,TRUE,3.879054796,0.120945204,0
3.59735722,3.5149818,-84.19444732,2,English,TRUE,2.957604967,1.042395033,0
12.82696519,4.832817048,-91.86284205,5,English,TRUE,3.438692557,0.561307443,0
11.65433587,2.684558034,-67.67752377,9,English,TRUE,2.759306398,1.240693602,0
2.752601091,9.115675084,-61.23666078,2,English,TRUE,2.239904788,1.760095212,0
2.014256429,9.054195783,-34.67271135,1,English,TRUE,1.306441567,2.693558433,1
7.727097262,2.248982957,-42.43104519,2,English,TRUE,1.594128975,2.405871025,1
2.469022498,3.700274325,-145.6962577,7,English,TRUE,5.198234891,-1.198234891,0
5.570458315,8.917484798,-101.2163356,6,English,TRUE,3.758757286,0.241242714,0
2.858020557,3.861453967,-98.79004298,6,English,TRUE,3.600196178,0.399803822,0
2.463949765,2.18652956,-81.63256211,4,English,TRUE,2.927590197,1.072409803,0
1.442206028,4.895659961,-66.88229026,1,English,TRUE,2.332788335,1.667211665,0
13.52743318,5.579886263,-5.629916261,1,English,TRUE,0.41873707,3.58126293,1
7.332455983,9.503519077,-48.8717579,9,English,TRUE,2.157418347,1.842581653,0
1.844929176,9.523787923,-93.09070883,5,English,TRUE,3.416710799,0.583289201,0
5.716541085,3.82361733,-62.40870763,9,English,TRUE,2.535691838,1.464308162,0
7.97474003,1.248686496,-0.562860163,4,English,TRUE,0.270996271,3.729003729,1
11.0688249,2.262565115,-111.9805902,9,English,TRUE,4.226000241,-0.226000241,0
14.94867482,7.567953736,-40.71793847,1,English,TRUE,1.622430901,2.377569099,1
14.64710427,2.482032363,-67.32339708,6,English,TRUE,2.655404602,1.344595398,0
3.793594313,3.813906829,-36.7974659,8,English,TRUE,1.622657208,2.377342792,1
7.476721394,2.528980073,-45.63192815,1,English,TRUE,1.661121286,2.338878714,1
4.875589161,7.76033531,-139.6552196,1,English,TRUE,4.821533231,-0.821533231,0
13.72645529,9.832393939,-22.36965338,7,English,TRUE,1.261243605,2.738756395,1
3.289334216,4.828880748,-122.1225567,7,English,TRUE,4.431934039,-0.431934039,0
14.57177251,6.445643367,-136.1988901,4,English,TRUE,4.910137161,-0.910137161,0
4.613868058,7.197663609,-56.72675243,2,English,TRUE,2.089007064,1.910992936,0
10.1943133,3.540937157,-58.93730198,9,English,TRUE,2.461929237,1.538070763,0
5.552660899,5.332918114,-85.91646763,9,English,TRUE,3.332738045,0.667261955,0
4.304706487,1.098672878,-27.32272785,1,English,TRUE,1.004791389,2.995208611,1
3.376610671,6.8727419,-12.79347645,5,English,TRUE,0.728942741,3.271057259,1
1.513399977,8.930776056,-134.4365241,5,English,TRUE,4.785659229,-0.785659229,0
1.799215985,1.888921463,-28.49120956,2,English,TRUE,1.06658836,2.93341164,1
8.2183444,6.64637954,-4.789654797,5,English,TRUE,0.508302399,3.491697601,1
2.955117567,8.357484309,-96.28953303,7,English,TRUE,3.60277712,0.39722288,0
1.419630258,5.570057683,-105.8520022,7,English,TRUE,3.878296952,0.121703048,0
12.73361406,4.731580562,-135.0697618,6,English,TRUE,4.916977341,-0.916977341,0
14.22459907,1.159340006,-6.479038534,1,English,TRUE,0.409807342,3.590192658,1
10.65337451,4.813238368,-127.9390575,5,English,TRUE,4.619301377,-0.619301377,0
14.99179216,7.048759515,-106.9694214,6,English,TRUE,4.026052896,-0.026052896,0
14.68043858,2.200593117,-146.9946849,9,English,TRUE,5.428633147,-1.428633147,0
12.30984319,6.488818615,-97.47633985,7,English,TRUE,3.717197946,0.282802054,0
9.448280307,5.91422134,-28.20586306,1,English,TRUE,1.133820452,2.866179548,1
1.358988921,7.086103615,-13.5973005,8,English,TRUE,0.857694275,3.142305725,1
3.7408918,7.660323505,-50.94147689,2,English,TRUE,1.892061383,2.107938617,0
1.843743464,7.172690432,-144.7926744,6,English,TRUE,5.156586819,-1.156586819,0
2.419891598,1.625319864,-131.796821,9,English,TRUE,4.793679482,-0.793679482,0
11.02610944,9.111016207,-120.9440808,4,English,TRUE,4.392840615,-0.392840615,0
3.536090893,9.156288131,-60.19963754,9,English,TRUE,2.493578375,1.506421625,0
10.92664766,8.494828016,-30.17654004,8,English,TRUE,1.520099425,2.479900575,1
3.968627759,6.08331503,-103.6720578,4,English,TRUE,3.716254688,0.283745312,0
10.34569859,1.035363893,-49.76550012,4,English,TRUE,1.932660629,2.067339371,0
13.07915909,3.579933236,-141.1727957,6,English,TRUE,5.112350779,-1.112350779,0
9.987601006,9.256832675,-79.0512309,5,English,TRUE,3.027485367,0.972514633,0
11.14074344,8.855166926,-41.88295291,5,English,TRUE,1.796057534,2.203942466,1
9.097416838,8.172888893,-2.246525051,3,English,TRUE,0.367587226,3.632412774,1
4.838249332,5.634818296,-9.690912635,5,English,TRUE,0.627761097,3.372238903,1
5.969948282,8.250732327,-137.561598,2,English,TRUE,4.807593406,-0.807593406,0
11.22910714,2.256780972,-71.29398915,9,English,TRUE,2.871325186,1.128674814,0
6.590422821,6.523409637,-148.5676005,8,English,TRUE,5.403391674,-1.403391674,0
14.89476903,5.335298542,-4.719614863,5,English,TRUE,0.559621171,3.440378829,1
13.97801355,4.605920636,-110.4207803,6,English,TRUE,4.106532017,-0.106532017,0
5.277340349,9.98875031,-148.3626708,1,English,TRUE,5.138083267,-1.138083267,0
7.260835567,3.689227577,-25.99200076,3,English,TRUE,1.095900657,2.904099343,1
2.62912957,7.193024886,-114.8607007,9,English,TRUE,4.28691157,-0.28691157,0
12.06042611,1.3320396,-92.03320306,3,English,TRUE,3.321698093,0.678301907,0
11.70733721,6.881400389,-100.999792,4,English,TRUE,3.712547111,0.287452889,0
6.581282389,7.949372543,-103.03981,6,English,TRUE,3.819966884,0.180033116,0
3.04923589,9.352078676,-87.48454105,5,English,TRUE,3.240164514,0.759835486,0
8.693413503,1.808904521,-7.961135489,1,English,TRUE,0.410394363,3.589605637,1
3.128347944,8.706408882,-21.53439007,7,English,TRUE,1.116160571,2.883839429,1
11.9306622,7.206079699,-10.45533657,5,English,TRUE,0.739878638,3.260121362,1
14.77150495,3.274684019,-75.79380732,4,English,TRUE,2.866922134,1.133077866,0
10.69025878,6.124894148,-84.0039354,7,English,TRUE,3.248282709,0.751717291,0
3.724715165,6.799565461,-41.50344549,1,English,TRUE,1.528690989,2.471309011,1
6.148630912,7.426488976,-112.0796306,9,English,TRUE,4.231738886,-0.231738886,0
11.64405752,3.196571059,-132.9594327,1,English,TRUE,4.620387375,-0.620387375,0
12.82099916,2.006203341,-85.31553575,4,English,TRUE,3.152123217,0.847876783,0
7.835375918,3.238226285,-91.38492793,4,English,TRUE,3.316900286,0.683099714,0
7.126443737,5.910062898,-63.69495002,1,English,TRUE,2.293530067,1.706469933,0
10.23095491,6.998846098,-29.64570111,4,English,TRUE,1.320488047,2.679511953,1
11.02852743,3.025363591,-144.7801232,9,English,TRUE,5.326543016,-1.326543016,0
14.39101958,2.594219093,-51.26747437,5,English,TRUE,2.078768199,1.921231801,0
3.59273795,1.465709317,-98.18993802,6,English,TRUE,3.563582407,0.436417593,0
2.377539096,1.948005048,-113.7023933,6,English,TRUE,4.073335218,-0.073335218,0
1.587317128,4.057430895,-63.66470051,3,English,TRUE,2.298604164,1.701395836,0
2.793340449,6.298200769,-35.63667517,9,English,TRUE,1.638804585,2.361195415,1
11.570587,5.78774561,-127.0004563,8,English,TRUE,4.726931871,-0.726931871,0
12.78797974,8.129953298,-65.10420028,2,English,TRUE,2.45931934,1.54068066,0
11.87026425,9.195512566,-42.48721993,5,English,TRUE,1.826898433,2.173101567,0
3.30740742,1.187607158,-130.8844137,2,English,TRUE,4.487763935,-0.487763935,0
11.16371874,6.667053867,-119.9157542,1,English,TRUE,4.215499532,-0.215499532,0
3.989159128,4.582388567,-35.63319109,2,English,TRUE,1.353488513,2.646511487,1
11.65570152,1.001419701,-46.4993543,3,English,TRUE,1.796549689,2.203450311,1
8.759171198,1.58541362,-59.68209648,1,English,TRUE,2.132849064,1.867150936,0
1.07321459,9.773852801,-114.4517421,3,English,TRUE,4.043528745,-0.043528745,0
13.27311067,6.429770906,-108.1661207,3,English,TRUE,3.922566172,0.077433828,0
9.234831737,1.037144392,-141.9334421,2,English,TRUE,4.913834499,-0.913834499,0
1.907950323,3.148432155,-103.6414262,7,English,TRUE,3.785278032,0.214721968,0
9.119773024,7.208571551,-31.79621795,3,English,TRUE,1.343157377,2.656842623,1
8.860784231,6.09007893,-3.826107682,9,English,TRUE,0.637045554,3.362954446,1
9.448827332,2.463654667,-36.50438947,1,English,TRUE,1.375937802,2.624062198,1
10.47055112,4.492443431,-23.44307049,8,English,TRUE,1.251065628,2.748934372,1
5.679336462,2.160435749,-15.28405818,6,English,TRUE,0.827866328,3.172133672,1
10.90753309,8.735749347,-92.75930214,5,English,TRUE,3.488409562,0.511590438,0
12.04060951,9.321512791,-36.10222756,6,English,TRUE,1.657028808,2.342971192,1
2.240406016,9.940355093,-57.37411216,1,English,TRUE,2.074278016,1.925721984,0
14.97686516,8.490032052,-53.91528233,2,English,TRUE,2.11184505,1.88815495,0
6.897472746,9.586142237,-37.53146277,9,English,TRUE,1.775884909,2.224115091,1
9.006211797,5.933080585,-16.87607218,9,English,TRUE,1.071928663,2.928071337,1
3.60541985,2.276459458,-118.4674377,8,English,TRUE,4.327733384,-0.327733384,0
7.414616414,5.789417365,-52.71859252,9,English,TRUE,2.249326755,1.750673245,0
7.761564209,1.964410272,-50.37015887,7,English,TRUE,2.05626504,1.94373496,0
1.965412229,3.765926629,-27.57549362,9,English,TRUE,1.336496509,2.663503491,1
13.68756413,3.180968303,-71.28676028,9,English,TRUE,2.904910667,1.095089333,0
11.8739478,8.828311292,-0.35390948,5,English,TRUE,0.418819574,3.581180426,1
7.825996711,9.813234508,-18.03527841,2,English,TRUE,0.857568259,3.142431741,1
14.11551447,8.694252627,-69.8118984,4,English,TRUE,2.715160951,1.284839049,0
14.73815927,6.086559306,-62.74888905,7,English,TRUE,2.579876821,1.420123179,0
13.04195571,7.537972223,-29.94149706,9,English,TRUE,1.563849181,2.436150819,1
7.78574802,3.96834228,-111.4608018,1,English,TRUE,3.872900964,0.127099036,0
10.36631272,5.588866507,-115.3305818,5,English,TRUE,4.203904518,-0.203904518,0
1.871823482,9.570712461,-74.11118756,9,English,TRUE,2.944798278,1.055201722,0
7.429358286,6.821250943,-36.77840242,7,English,TRUE,1.64845284,2.35154716,1
14.78985519,1.215652466,-10.03469089,1,English,TRUE,0.534544773,3.465455227,1
8.541825171,1.668977851,-109.7875701,4,English,TRUE,3.921693701,0.078306299,0
12.50944425,6.509348395,-68.87961184,9,English,TRUE,2.846174988,1.153825012,0
14.50267315,3.200567476,-19.7716055,6,English,TRUE,1.076085923,2.923914077,1
12.10565891,3.716013008,-136.4179758,9,English,TRUE,5.065482579,-1.065482579,0
14.76930062,2.673581009,-121.7135317,4,English,TRUE,4.39154654,-0.39154654,0
13.35382916,7.839974425,-15.95478511,1,English,TRUE,0.783764206,3.216235794,1
6.984855631,5.171603323,-84.35342699,4,English,TRUE,3.093345489,0.906654511,0
12.50291657,6.836478378,-92.38935876,7,English,TRUE,3.553039241,0.446960759,0
12.56369498,7.060524212,-122.7688405,5,English,TRUE,4.488536874,-0.488536874,0
